,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
0,3,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,22,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,60,0,1167503,0,0
1,3,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,1,25,21.4,1.9,0.0,2.3,1,0.00,0.02,0.02,1.28,60,-25184,1248259,36723,61907
2,3,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,60,853,1296327,86679,85826
3,3,39,18,15,False,2024-09-15T13:00:00Z,0,1,4,False,90,1,0,1,0,0,0,0,0,0,0,3,40,58.0,0.7,35.0,9.4,1,0.27,0.00,0.27,0.74,60,-115425,1208425,61041,176466
4,3,47,13,7,False,2024-09-22T15:30:00Z,2,2,5,False,90,1,0,0,2,0,0,0,0,0,0,0,15,56.6,0.8,40.0,9.7,1,0.49,0.01,0.50,2.16,60,131837,1375740,171534,39697
5,3,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,7,19.6,7.3,57.0,8.4,1,0.27,0.05,0.32,0.32,61,1006599,2452527,1038827,32228
6,3,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,5,4.6,3.7,16.0,2.4,1,0.20,0.04,0.24,0.65,62,328472,2805003,382083,53611
7,3,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,5,21.6,1.1,5.0,2.8,1,0.02,0.00,0.02,1.82,62,128228,2960806,194032,65804
8,3,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,53,0,0,0,1,0,0,0,0,0,0,0,7,4.4,0.7,0.0,0.5,1,0.00,0.00,0.00,0.39,63,-102913,2845807,112341,215254
9,3,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,14.3,2.0,3.4,1,0.00,0.10,0.10,0.53,62,-434195,2413799,27273,461468
10,3,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,12.0,4.0,3.8,1,0.00,0.23,0.23,1.28,62,-93428,2339528,39875,133303
11,3,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,24,11.2,2.8,4.0,1.8,1,0.07,0.02,0.09,0.33,61,153769,2523518,224699,70930
12,3,129,19,9,False,2024-11-30T17:30:00Z,2,5,13,False,45,1,1,0,2,0,0,0,0,0,0,0,20,42.2,0.7,35.0,7.8,1,0.20,0.00,0.20,0.70,62,117627,2647421,193071,75444
13,3,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,139667,2790105,197417,57750
14,3,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-121694,2657917,79219,200913
0,4,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,False,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,80,0,1087445,0,0
1,4,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,81,285826,1638743,350954,65128
2,4,21,5,8,True,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,81,63441,1755160,307787,244346
3,4,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,81,-8676,1804099,301692,310368
4,4,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,81,-82509,1733362,108350,190859
5,4,51,11,6,True,2024-09-28T14:00:00Z,4,2,6,False,90,1,0,0,2,0,0,0,0,0,0,0,25,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,82,201708,1961057,419703,217995
6,4,61,17,8,True,2024-10-05T14:00:00Z,3,1,7,False,90,1,0,0,1,0,0,0,0,0,0,2,34,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,82,177244,2162410,293506,116262
7,4,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,4,3.6,3.3,10.0,1.7,1,0.04,0.02,0.06,1.82,83,-176824,1980343,105725,282549
8,4,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,3,4.4,25.3,17.0,4.7,1,0.17,0.47,0.64,0.85,82,-214525,1768961,30424,244949
9,4,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,1,0,0,0,4,5.6,11.8,4.0,2.1,1,0.00,0.42,0.42,0.53,81,-158755,1625586,45811,204566
10,4,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,2,12.0,13.2,2.0,2.7,1,0.00,0.01,0.01,1.28,80,-367479,1257354,10408,377887
11,4,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,80,-64725,1208258,48399,113124
12,4,129,19,6,False,2024-11-30T17:30:00Z,2,5,13,False,90,1,0,0,2,0,0,0,0,0,0,0,28,31.4,4.7,24.0,6.0,1,0.66,0.01,0.67,1.54,79,-103897,1106101,20558,124455
13,4,131,14,2,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,1,0.25,0.02,0.27,0.22,79,5371,1117383,53435,48064
14,4,145,9,5,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,1,0,1,0,0,0,0,0,0,0,9,9.8,14.8,19.0,4.4,1,0.34,0.01,0.35,0.16,79,-14556,1105305,38362,52918
0,6,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,False,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,8.0,0.8,0,0.02,0.01,0.03,0.15,55,0,73714,0,0
1,6,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,78,0,0,1,0,0,0,0,0,0,0,0,24,3.4,4.7,2.0,1.0,1,0.00,0.01,0.01,1.12,55,-7683,77673,4299,11982
2,6,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4.0,2.7,1,0.00,0.02,0.02,1.55,55,14520,102931,28883,14363
3,6,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,1,0,0,0,20,13.4,1.1,7.0,2.2,1,0.05,0.01,0.06,0.74,55,-76,106693,18538,18614
4,6,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,1,0,0,0,0,0,0,0,3,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,1.68,55,13706,124508,23432,9726
5,6,51,11,4,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,1,0,2,0,0,0,0,0,0,0,25,45.6,82.8,11.0,13.9,1,0.21,0.12,0.33,0.32,55,48216,177548,71786,23570
6,6,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,30152,211295,60564,30412
7,6,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-38435,170817,2736,41171
8,6,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,75,0,0,0,1,0,0,0,0,0,0,0,4,14.8,11.6,2.0,2.8,1,0.00,0.02,0.02,0.54,55,-33099,138466,809,33908
9,6,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,70,0,0,0,1,0,0,0,1,0,0,0,5,3.4,14.0,7.0,2.4,1,0.04,0.11,0.15,0.48,55,3402,144967,17690,14288
10,6,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,3,12.0,1.5,1.0,1.5,1,0.04,0.01,0.05,1.28,55,-5918,139504,7533,13451
11,6,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,87,0,0,1,0,0,0,0,0,0,0,0,25,4.4,22.8,10.0,3.7,1,0.05,0.05,0.10,0.27,55,45195,190060,54099,8904
12,6,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,5,10.6,1.8,44.0,5.6,1,0.10,0.01,0.11,1.54,55,89241,283945,97434,8193
13,6,131,14,14,True,2024-12-04T20:15:00Z,2,0,14,False,90,1,0,1,0,0,0,0,0,0,0,2,39,36.4,2.9,39.0,7.8,1,0.16,0.06,0.22,0.22,55,23226,304887,39599,16373
14,6,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,9,9.2,14.2,4.0,2.7,1,0.00,0.03,0.03,0.16,56,246232,573692,252312,6080
0,8,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,16779,0,0
1,8,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3242,17038,708,3950
2,8,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2401,15992,828,3229
3,8,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1679,15388,672,2351
4,8,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,16,0,0,0,1,0,0,0,0,0,0,0,-1,5.2,0.0,0.0,0.5,0,0.00,0.00,0.00,0.99,49,-747,15120,390,1137
5,8,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-175,15474,948,1123
6,8,61,17,1,True,2024-10-05T14:00:00Z,3,1,7,False,1,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,0,0.00,0.00,0.00,0.04,48,395,16462,1626,1231
7,8,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,43,0,0,0,2,0,0,0,0,0,0,0,-4,3.0,0.2,0.0,0.3,0,0.00,0.00,0.00,1.69,48,-679,16198,557,1236
8,8,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,36,0,0,0,1,0,0,0,0,0,0,0,-1,5.6,0.5,0.0,0.6,0,0.00,0.00,0.00,0.45,48,-274,16194,482,756
9,8,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,567,17175,1434,867
10,8,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-830,16531,288,1118
11,8,111,16,1,True,2024-11-23T15:00:00Z,3,0,12,False,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.06,48,-257,16644,436,693
12,8,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,45,0,0,0,0,0,0,0,0,0,0,0,3,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.84,48,-233,16587,255,488
13,8,131,14,6,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,29,11.6,10.5,0.0,2.2,1,0.00,0.00,0.00,0.22,48,-236,16532,268,504
14,8,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,8,11.4,2.2,0.0,1.4,1,0.00,0.03,0.03,0.16,48,2087,19127,2521,434
0,9,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25.0,7.5,1,0.08,0.19,0.27,0.47,70,0,253825,0,0
1,9,11,2,3,False,2024-08-24T16:30:00Z,0,2,2,False,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10.0,4.3,1,0.00,0.41,0.41,1.12,70,-12758,275265,21172,33930
2,9,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.65,70,-35321,249418,21818,57139
3,9,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,False,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,69,-54816,200769,8634,63450
4,9,47,13,5,False,2024-09-22T15:30:00Z,2,2,5,False,86,0,1,0,1,0,0,0,0,0,0,0,18,25.2,25.0,4.0,5.4,1,0.00,0.06,0.06,1.48,69,-14687,190107,6790,21477
5,9,51,11,13,True,2024-09-28T14:00:00Z,4,2,6,False,73,1,1,0,2,0,0,0,0,0,0,3,39,52.0,28.2,60.0,14.0,1,0.39,0.55,0.94,0.32,69,63186,258966,84010,20824
6,9,61,17,6,True,2024-10-05T14:00:00Z,3,1,7,False,30,1,0,0,0,0,0,0,0,0,0,0,27,35.8,4.3,37.0,7.7,0,0.41,0.04,0.45,0.33,70,182858,457536,205106,22248
7,9,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,26,0,0,0,2,0,0,0,0,0,0,0,-5,2.0,2.7,21.0,2.6,0,0.42,0.01,0.43,1.03,70,-3384,457823,74381,77765
8,9,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,84,0,0,0,2,0,0,0,0,0,0,0,9,6.8,16.8,15.0,3.9,1,0.06,0.39,0.45,0.85,70,-36855,422426,35240,72095
9,9,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,60,0,0,0,1,0,0,0,0,0,0,0,2,3.6,2.3,10.0,1.6,1,0.00,0.06,0.06,0.44,70,-7740,419765,46051,53791
10,9,103,6,8,False,2024-11-10T16:30:00Z,1,1,11,False,70,1,0,0,1,0,0,0,0,0,0,1,25,37.2,1.4,52.0,9.1,1,0.48,0.00,0.48,1.22,69,-60643,359318,10823,71466
11,9,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,69,51301,421310,76289,24988
12,9,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,69,-42930,375169,15443,58373
13,9,131,14,3,True,2024-12-04T20:15:00Z,2,0,14,False,70,0,0,1,0,0,0,0,0,0,0,0,1,1.2,1.6,27.0,3.0,1,0.17,0.00,0.17,0.14,68,-61250,315401,6180,67430
14,9,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,30,0,0,0,0,0,0,0,1,0,0,0,-2,3.4,6.0,12.0,2.1,0,0.00,0.01,0.01,0.12,68,-17090,300616,11679,28769
0,12,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,16484,0,0
1,12,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-452,20276,2466,2918
2,12,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-497,21665,3931,4428
3,12,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,False,4,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0.4,0.0,0.9,0,0.00,0.00,0.00,0.09,45,3034,26639,7926,4892
4,12,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,1086,28148,3531,2445
5,12,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,5,0,0,0,0,0,0,0,0,0,0,0,6,6.2,11.0,15.0,3.2,0,0.02,0.16,0.18,0.00,45,947,29329,4511,3564
6,12,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,3817,33783,7275,3458
7,12,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,9,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7,0.0,0.1,0,0.00,0.00,0.00,0.00,45,-1503,32334,1958,3461
8,12,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,5,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,45,-37,32660,1800,1837
9,12,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,29,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.0,3.0,0.4,0,0.03,0.01,0.04,0.08,45,1700,34690,3978,2278
10,12,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,974,35853,3683,2709
11,12,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,8,1,0,0,0,0,0,0,0,0,0,0,24,35.0,14.9,21.0,7.1,0,0.10,0.02,0.12,0.06,45,-339,35660,2647,2986
12,12,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0,0.00,0.00,0.00,0.48,45,8265,44582,10796,2531
13,12,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,3239,48030,7511,4272
14,12,145,9,1,False,2024-12-08T14:00:00Z,1,1,15,False,11,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.7,0.0,0.2,0,0.00,0.00,0.00,0.00,45,147,47938,4494,4347
0,13,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,24.0,15.0,5.4,1,0.02,0.06,0.08,0.47,85,0,1391537,0,0
1,13,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,0,4,9.4,34.2,20.0,6.4,1,0.26,0.60,0.86,1.28,85,-127842,1384608,28847,156689
2,13,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,84,-209302,1210007,52692,261994
3,13,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,83,-509232,715216,16076,525308
4,13,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,83,-193840,533452,864,194704
5,13,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-107298,429381,313,107611
6,13,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-49859,380805,323,50182
7,13,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-25049,356663,320,25369
8,13,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-8385,348691,267,8652
9,13,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,82,-8234,340740,554,8788
10,13,103,6,7,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,1,0,1,0,0,0,0,0,0,2,26,28.4,50.7,6.0,8.5,1,0.11,0.23,0.34,1.28,82,7071,349669,11410,4339
11,13,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,81,0,1,1,0,0,0,0,0,0,0,0,29,35.8,67.5,24.0,12.7,1,0.26,0.15,0.41,0.27,82,83025,444452,89947,6922
12,13,129,19,8,False,2024-11-30T17:30:00Z,2,5,13,False,73,1,0,0,2,0,0,0,0,0,0,1,38,45.8,23.8,24.0,9.4,1,0.82,0.33,1.15,0.80,82,69499,516517,82536,13037
13,13,131,14,3,True,2024-12-04T20:15:00Z,2,0,14,False,89,0,0,1,0,0,0,0,0,0,0,0,21,12.4,38.1,13.0,6.4,1,0.12,0.32,0.44,0.22,83,81486,601250,97310,15824
14,13,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,78,0,0,0,1,0,0,0,0,0,0,0,10,10.2,42.7,6.0,5.9,1,0.00,0.18,0.18,0.16,83,56040,663761,79388,23348
0,15,2,20,8,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,3,1,28,28.0,0.0,0.0,2.8,1,0.00,0.00,0.00,0.47,55,0,2143198,0,0
1,15,11,2,10,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,3,3,27,28.2,0.0,0.0,2.8,1,0.00,0.00,0.00,1.28,55,-16603,2377063,71675,88278
2,15,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0.0,0.0,3.4,1,0.00,0.01,0.01,1.83,55,288962,2865351,394083,105121
3,15,39,18,9,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,5,2,33,41.0,0.0,0.0,4.1,1,0.00,0.00,0.00,0.74,55,-96805,2823889,175717,272522
4,15,47,13,4,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,9,0,21,63.0,0.0,0.0,6.3,1,0.00,0.00,0.00,2.16,55,76246,2945014,157350,81104
5,15,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,1,0,1,10.8,0.0,0.0,1.1,1,0.00,0.00,0.00,0.32,56,187739,3172537,492448,304709
6,15,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,1,0,6,8.0,0.0,0.0,0.8,1,0.00,0.00,0.00,0.65,56,123059,3344605,192663,69604
7,15,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,2,0,0,11.8,0.0,0.0,1.2,1,0.00,0.00,0.00,1.82,57,54012,3429779,128397,74385
8,15,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,1,0,2,0,2,19.6,0.0,0.0,2.0,1,0.00,0.00,0.00,0.85,57,-161805,3259267,18442,180247
9,15,96,15,3,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,3,0,11,22.8,0.0,0.0,2.3,1,0.00,0.00,0.00,0.53,56,-82991,3200996,36349,119340
10,15,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,2,0,17,20.2,0.0,0.0,2.0,1,0.00,0.00,0.00,1.28,56,-112081,3095312,20560,132641
11,15,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,22,5.2,0.0,0.0,0.5,1,0.00,0.00,0.00,0.33,55,-36915,3080962,57350,94265
12,15,129,19,2,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,3,0,6,23.8,0.0,0.0,2.4,1,0.00,0.00,0.00,1.54,55,50220,3151164,86135,35915
13,15,131,14,6,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,2,0,25,20.0,0.0,0.0,2.0,1,0.00,0.00,0.00,0.22,55,-34012,3117885,47228,81240
14,15,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,1,0,5,11.2,0.0,0.0,1.1,1,0.00,0.00,0.00,0.16,55,82924,3222219,114838,31914
0,16,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,84,0,0,1,0,0,0,0,0,0,0,0,9,6.6,13.4,8.0,2.8,1,0.09,0.05,0.14,0.32,65,0,552723,0,0
1,16,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,0,18,18.8,12.3,21.0,5.2,1,0.07,0.11,0.18,1.28,65,-44297,573607,25416,69713
2,16,21,5,-2,True,2024-08-31T11:30:00Z,1,1,3,False,48,0,0,0,1,0,0,0,0,1,0,0,-10,0.0,1.7,6.0,0.1,1,0.03,0.03,0.06,0.08,64,-77123,515468,20951,98074
3,16,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-213586,302817,1443,215029
4,16,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,1,0,0,0,2,16.6,1.0,2.0,2.0,1,0.00,0.01,0.01,2.16,63,-11880,301888,8900,20780
5,16,51,11,2,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,22,15.4,29.3,21.0,6.6,1,0.06,0.22,0.28,0.32,63,1854,308337,21621,19767
